article_id,citation,authors,year,journal,title,doi,source,target
Chen2015,"Chen, Chen, and Jin (2015)","Chen, Chih-Ying; Chen, Peter F; Jin, Qinglu",2015,The Accounting Review,"Economic Freedom, Investment Flexibility, and Equity Value",https://doi.org/10.2307/26550595,Profitability,Stock returns
Chen2015,"Chen, Chen, and Jin (2015)","Chen, Chih-Ying; Chen, Peter F; Jin, Qinglu",2015,The Accounting Review,"Economic Freedom, Investment Flexibility, and Equity Value",https://doi.org/10.2307/26550595,Economic freedom,Stock returns
Chen2018,Chen et al. (2018),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2018,Contemporary Accounting Research,Flight to Quality in International Markets: Investors' Demand for Financial Reporting Quality during Political Uncertainty Events,https://doi.org/10.1111/1911-3846.12355,Political uncertainty,Investor demand for financial reporting quality
Chen2018,Chen et al. (2018),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2018,Contemporary Accounting Research,Flight to Quality in International Markets: Investors' Demand for Financial Reporting Quality during Political Uncertainty Events,https://doi.org/10.1111/1911-3846.12355,Electoral margin,Investor demand for financial reporting quality
Chen2018,Chen et al. (2018),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2018,Contemporary Accounting Research,Flight to Quality in International Markets: Investors' Demand for Financial Reporting Quality during Political Uncertainty Events,https://doi.org/10.1111/1911-3846.12355,Government involvement in economy,Investor demand for financial reporting quality
Chen2018,Chen et al. (2018),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2018,Contemporary Accounting Research,Flight to Quality in International Markets: Investors' Demand for Financial Reporting Quality during Political Uncertainty Events,https://doi.org/10.1111/1911-3846.12355,Transaction costs,Investor demand for financial reporting quality
Chen2011,Chen et al. (2011),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2011,The Accounting Review,Financial reporting quality and investment efficiency of private firms in emerging markets,https://doi.org/10.2308/accr-10040,Financial reporting quality,Investment efficiency
Chen2011,Chen et al. (2011),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2011,The Accounting Review,Financial reporting quality and investment efficiency of private firms in emerging markets,https://doi.org/10.2308/accr-10040,Financing source,Investment efficiency
Chen2011,Chen et al. (2011),"Chen, Feng; Hope, Ole-Kristian; Li, Qingyuan; Wang, Xin",2011,The Accounting Review,Financial reporting quality and investment efficiency of private firms in emerging markets,https://doi.org/10.2308/accr-10040,Tax incentives,Investment efficiency
Chen2015a,"Chen, Ng, and Tsang (2015)","Chen, Long; Ng, Jeff; Tsang, Albert",2015,The Accounting Review,The Effect of Mandatory IFRS Adoption on International Cross-Listings,https://doi.org/10.2307/26550571,Mandatory IFRS adoption,Cross-listing propensity
Chen2015a,"Chen, Ng, and Tsang (2015)","Chen, Long; Ng, Jeff; Tsang, Albert",2015,The Accounting Review,The Effect of Mandatory IFRS Adoption on International Cross-Listings,https://doi.org/10.2307/26550571,Mandatory IFRS adoption,Cross-listing number of foreign countries
Chen2015a,"Chen, Ng, and Tsang (2015)","Chen, Long; Ng, Jeff; Tsang, Albert",2015,The Accounting Review,The Effect of Mandatory IFRS Adoption on International Cross-Listings,https://doi.org/10.2307/26550571,Mandatory IFRS adoption,Cross-listing venue
Chen2013a,Chen and Sami (2013),"Chen, Lucy Huajing; Sami, Heibatollah",2013,Contemporary Accounting Research,The Impact of Firm Characteristics on Trading Volume Reaction to the Earnings Reconciliation from IFRS to U.S. GAAP,https://doi.org/10.1111/j.1911-3846.2012.01168.x,Accounting standards reconciliation,Trading volume
Chen2013a,Chen and Sami (2013),"Chen, Lucy Huajing; Sami, Heibatollah",2013,Contemporary Accounting Research,The Impact of Firm Characteristics on Trading Volume Reaction to the Earnings Reconciliation from IFRS to U.S. GAAP,https://doi.org/10.1111/j.1911-3846.2012.01168.x,Institutional ownership,Trading volume
Chen2013a,Chen and Sami (2013),"Chen, Lucy Huajing; Sami, Heibatollah",2013,Contemporary Accounting Research,The Impact of Firm Characteristics on Trading Volume Reaction to the Earnings Reconciliation from IFRS to U.S. GAAP,https://doi.org/10.1111/j.1911-3846.2012.01168.x,Mandatory IFRS adoption,Trading volume
Chen2013a,Chen and Sami (2013),"Chen, Lucy Huajing; Sami, Heibatollah",2013,Contemporary Accounting Research,The Impact of Firm Characteristics on Trading Volume Reaction to the Earnings Reconciliation from IFRS to U.S. GAAP,https://doi.org/10.1111/j.1911-3846.2012.01168.x,IFRS version,Trading volume
Chen2008,Chen and Sami (2008),"Chen, Lucy Huajing; Sami, Heibatollah",2008,Contemporary Accounting Research,Trading Volume Reaction to the Earnings Reconciliation from IAS to U. S. GAAP,https://doi.org/10.1506/car.25.1.1,Accounting standards reconciliation,Trading volume
Chen2022a,Chen et al. (2022),"Chen, Ruiyuan; Ghoul, Sadok El; Guedhami, Omrane; Wang, He; Yang, Yang",2022,The Accounting Review,Corporate Governance and Tax Avoidance: Evidence from U.S. Cross-Listing,https://doi.org/10.2308/TAR-2019-0296,Cross-listing,Tax avoidance
Chen2022a,Chen et al. (2022),"Chen, Ruiyuan; Ghoul, Sadok El; Guedhami, Omrane; Wang, He; Yang, Yang",2022,The Accounting Review,Corporate Governance and Tax Avoidance: Evidence from U.S. Cross-Listing,https://doi.org/10.2308/TAR-2019-0296,Corporate governance,Tax avoidance
Chen2022a,Chen et al. (2022),"Chen, Ruiyuan; Ghoul, Sadok El; Guedhami, Omrane; Wang, He; Yang, Yang",2022,The Accounting Review,Corporate Governance and Tax Avoidance: Evidence from U.S. Cross-Listing,https://doi.org/10.2308/TAR-2019-0296,Country institution,Tax avoidance
Choi2018,Choi et al. (2018),"Choi, Ahrum; Choi, Jong‐Hag; Sohn, Byungcherl Charlie",2018,Contemporary Accounting Research,The Joint Effect of Audit Quality and Legal Regimes on the Use of Real Earnings Management: International Evidence,https://doi.org/10.1111/1911-3846.12370,Legal regime,Real earnings management
Choi2018,Choi et al. (2018),"Choi, Ahrum; Choi, Jong‐Hag; Sohn, Byungcherl Charlie",2018,Contemporary Accounting Research,The Joint Effect of Audit Quality and Legal Regimes on the Use of Real Earnings Management: International Evidence,https://doi.org/10.1111/1911-3846.12370,Auditor quality,Real earnings management
Choi1973,Choi (1973),"Choi, Frederick D S",1973,Journal of Accounting Research,Financial Disclosure and Entry to the European Capital Market,,Financial disclosure,Capital market entry
Choi2008,Choi et al. (2008),"Choi, Jong-Hag; Kim, Jeong-Bon; Liu, Xiaohong; Simunic, Dan A.",2008,Contemporary Accounting Research,"Audit Pricing, Legal Liability Regimes, and Big 4 Premiums: Theory and Cross-country Evidence",https://doi.org/10.1506/car.25.1.2,Country legal liability,Audit fees
Choi2008,Choi et al. (2008),"Choi, Jong-Hag; Kim, Jeong-Bon; Liu, Xiaohong; Simunic, Dan A.",2008,Contemporary Accounting Research,"Audit Pricing, Legal Liability Regimes, and Big 4 Premiums: Theory and Cross-country Evidence",https://doi.org/10.1506/car.25.1.2,Legal regime,Big 4 audit fees
Choi2008,Choi et al. (2008),"Choi, Jong-Hag; Kim, Jeong-Bon; Liu, Xiaohong; Simunic, Dan A.",2008,Contemporary Accounting Research,"Audit Pricing, Legal Liability Regimes, and Big 4 Premiums: Theory and Cross-country Evidence",https://doi.org/10.1506/car.25.1.2,Legal regime,Big 4 audit fees premium
Choi2007,Choi and Wong (2007),"Choi, Jong-Hag; Wong, T. J.",2007,Contemporary Accounting Research,Auditors' Governance Functions and Legal Environments: An International Investigation,https://doi.org/10.1506/X478-1075-4PW5-1501,Capital-raising needs,Auditor choice
Choi2007,Choi and Wong (2007),"Choi, Jong-Hag; Wong, T. J.",2007,Contemporary Accounting Research,Auditors' Governance Functions and Legal Environments: An International Investigation,https://doi.org/10.1506/X478-1075-4PW5-1501,Country legal environment,Auditor choice
Choi2007,Choi and Wong (2007),"Choi, Jong-Hag; Wong, T. J.",2007,Contemporary Accounting Research,Auditors' Governance Functions and Legal Environments: An International Investigation,https://doi.org/10.1506/X478-1075-4PW5-1501,Firm risks,Auditor choice
Christensen2022,"Christensen, Lei, Shu, and Thomas (2022)","Christensen, Brant E.; Lei, Lijun (Gillian); Shu, Sydney Qing; Thomas, Wayne B.",2022,"Accounting, Organizations and Society",Does audit regulation improve the underlying information used by managers? Evidence from PCAOB inspection access and management forecast accuracy,https://doi.org/10.1016/j.aos.2022.101403,PCAOB inspection,Management forecast accuracy
Christensen2013,Christensen et al. (2013),"Christensen, Hans B.; Hail, Luzi; Leuz, Christian",2013,Journal of Accounting and Economics,Mandatory IFRS reporting and changes in enforcement,https://doi.org/10.1016/j.jacceco.2013.10.007,Mandatory IFRS adoption,Market liquidity
Christensen2013,Christensen et al. (2013),"Christensen, Hans B.; Hail, Luzi; Leuz, Christian",2013,Journal of Accounting and Economics,Mandatory IFRS reporting and changes in enforcement,https://doi.org/10.1016/j.jacceco.2013.10.007,Changes in enforcement,Market liquidity
Christensen2022a,"Christensen, Maffett, and Rauter (2022)","Christensen, Hans B.; Maffett, Mark; Rauter, Thomas",2022,The Accounting Review,Policeman for the World: The Impact of Extraterritorial FCPA Enforcement on Foreign Investment and Internal Controls,https://doi.org/10.2308/tar-2020-0564,FCPA enforcement,FDI in corrupt countries
Christensen2019,Christensen et al. (2019),"Christensen, Hans B.; Maffett, Mark; Vollon, Lauren",2019,Review of Accounting Studies,"Securities regulation, household equity ownership, and trust in the stock market",https://doi.org/10.1007/s11142-019-09499-8,Domestic security regulation,Household equity ownership
Christensen2019,Christensen et al. (2019),"Christensen, Hans B.; Maffett, Mark; Vollon, Lauren",2019,Review of Accounting Studies,"Securities regulation, household equity ownership, and trust in the stock market",https://doi.org/10.1007/s11142-019-09499-8,Foreign security regulation,Household equity ownership
Christensen2019,Christensen et al. (2019),"Christensen, Hans B.; Maffett, Mark; Vollon, Lauren",2019,Review of Accounting Studies,"Securities regulation, household equity ownership, and trust in the stock market",https://doi.org/10.1007/s11142-019-09499-8,Trust in stock market,Household equity ownership
Chue2015,Chue (2015),"Chue, Timothy K.",2015,Contemporary Accounting Research,Understanding Cross-Country Differences in Valuation Ratios: A Variance Decomposition Approach,https://doi.org/10.1111/1911-3846.12127,Valuation ratios,Future returns
Chue2015,Chue (2015),"Chue, Timothy K.",2015,Contemporary Accounting Research,Understanding Cross-Country Differences in Valuation Ratios: A Variance Decomposition Approach,https://doi.org/10.1111/1911-3846.12127,Valuation ratios,Future profitability
Chue2015,Chue (2015),"Chue, Timothy K.",2015,Contemporary Accounting Research,Understanding Cross-Country Differences in Valuation Ratios: A Variance Decomposition Approach,https://doi.org/10.1111/1911-3846.12127,Valuation ratios,Future P/B ratios
Collins1997a,Collins and Shackelford (1997),"Collins, Julie H.; Shackelford, Douglas A.",1997,Journal of Accounting and Economics,"Global organizations and taxes: An analysis of the dividend, interest, royalty, and management fee payments between U.S. multinationals' foreign affiliates",https://doi.org/10.1016/S0165-4101(98)00004-4,Net transfer tax,Cross-border dividend
Collins1997a,Collins and Shackelford (1997),"Collins, Julie H.; Shackelford, Douglas A.",1997,Journal of Accounting and Economics,"Global organizations and taxes: An analysis of the dividend, interest, royalty, and management fee payments between U.S. multinationals' foreign affiliates",https://doi.org/10.1016/S0165-4101(98)00004-4,Net transfer tax,Cross-border interest
Collins1997a,Collins and Shackelford (1997),"Collins, Julie H.; Shackelford, Douglas A.",1997,Journal of Accounting and Economics,"Global organizations and taxes: An analysis of the dividend, interest, royalty, and management fee payments between U.S. multinationals' foreign affiliates",https://doi.org/10.1016/S0165-4101(98)00004-4,Net transfer tax,Cross-border royalty
Collins1997a,Collins and Shackelford (1997),"Collins, Julie H.; Shackelford, Douglas A.",1997,Journal of Accounting and Economics,"Global organizations and taxes: An analysis of the dividend, interest, royalty, and management fee payments between U.S. multinationals' foreign affiliates",https://doi.org/10.1016/S0165-4101(98)00004-4,Net transfer tax,Cross-border management fee
Conaway2022,Conaway (2022),"Conaway, Jenelle K.",2022,Contemporary Accounting Research,Has Global Financial Reporting Comparability Improved?,https://doi.org/10.1111/1911-3846.12796,Time trend,Financial reporting comparability
Conaway2022,Conaway (2022),"Conaway, Jenelle K.",2022,Contemporary Accounting Research,Has Global Financial Reporting Comparability Improved?,https://doi.org/10.1111/1911-3846.12796,Accounting standards differences,Financial reporting comparability
Covrig2007,Covrig et al. (2007),"Covrig, Vicentiu M.; DeFond, Mark L.; Hung, Mingyi",2007,Journal of Accounting Research,"Home bias, foreign mutual fund holdings, and the voluntary adoption of international accounting standards",https://doi.org/10.1111/j.1475-679X.2007.00226.x,Voluntary IAS adoption,Foreign ownership
Curtis2015,Curtis et al. (2015),"Curtis, Asher; Lewis-Western, Melissa F.; Toynbee, Sara",2015,Review of Accounting Studies,Historical cost measurement and the use of DuPont analysis by market participants,https://doi.org/10.1007/s11142-015-9334-y,Asset age,Asset turnover ratio
Curtis2015,Curtis et al. (2015),"Curtis, Asher; Lewis-Western, Melissa F.; Toynbee, Sara",2015,Review of Accounting Studies,Historical cost measurement and the use of DuPont analysis by market participants,https://doi.org/10.1007/s11142-015-9334-y,Asset age,Asset turnover forecast error
Curtis2015,Curtis et al. (2015),"Curtis, Asher; Lewis-Western, Melissa F.; Toynbee, Sara",2015,Review of Accounting Studies,Historical cost measurement and the use of DuPont analysis by market participants,https://doi.org/10.1007/s11142-015-9334-y,Asset turnover forecast error,Stock price
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Mandatory IFRS adoption,Market liquidity
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Voluntary IFRS adoption,Market liquidity
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Mandatory IFRS adoption,Information asymmetry
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Voluntary IFRS adoption,Information asymmetry
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Mandatory IFRS adoption,Cost of equity
Daske2013,Daske et al. (2013),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2013,Journal of Accounting Research,Adopting a Label: Heterogeneity in the Economic Consequences Around IAS/IFRS Adoptions,https://doi.org/10.1111/1475-679X.12005,Voluntary IFRS adoption,Cost of equity
Daske2008,Daske et al. (2008),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2008,Journal of Accounting Research,Mandatory IFRS reporting around the world: Early evidence on the economic consequences,https://doi.org/10.1111/j.1475-679X.2008.00306.x,Mandatory IFRS adoption,Market liquidity
Daske2008,Daske et al. (2008),"Daske, Holger; Hail, Luzi; Leuz, Christian; Verdi, Rodrigo S.",2008,Journal of Accounting Research,Mandatory IFRS reporting around the world: Early evidence on the economic consequences,https://doi.org/10.1111/j.1475-679X.2008.00306.x,Mandatory IFRS adoption,Cost of equity
DeSimone2016,De Simone (2016),"De Simone, Lisa",2016,Journal of Accounting and Economics,Does a common set of accounting standards affect tax-motivated income shifting for multinational firms?,https://doi.org/10.1016/j.jacceco.2015.06.002,Mandatory IFRS adoption,Income shifting
DeSimone2020a,"De Simone, Huang, and Krull (2020)","De Simone, Lisa; Huang, Jingjing Jing; Krull, Linda",2020,The Accounting Review,R\&D and the rising foreign profitability of U.S. multinational corporations,https://doi.org/10.2308/ACCR-52620,Tax incentives,Foreign profits
DeSimone2020a,"De Simone, Huang, and Krull (2020)","De Simone, Lisa; Huang, Jingjing Jing; Krull, Linda",2020,The Accounting Review,R\&D and the rising foreign profitability of U.S. multinational corporations,https://doi.org/10.2308/ACCR-52620,Wage savings,Foreign profits
DeSimone2022,De Simone et al. (2022),"De Simone, Lisa; Klassen, Kenneth J.; Seidman, Jeri K.",2022,Journal of Accounting and Economics,The effect of income-shifting aggressiveness on corporate investment,https://doi.org/10.1016/j.jacceco.2022.101491,Income shifting,Local investment efficiency
DeSimone2017,De Simone et al. (2017),"De Simone, Lisa; Klassen, Kenneth J.; Seidman, Jeri K.",2017,The Accounting Review,Unprofitable Affiliates and Income Shifting Behavior,https://doi.org/10.2307/26550662,Affiliate profitability,Income shifting
DeSimone2020,"De Simone, Lester, and Markle (2020)","De Simone, Lisa; Lester, Rebecca; Markle, Kevin S.",2020,Journal of Accounting Research,Transparency and Tax Evasion: Evidence from the Foreign Account Tax Compliance Act (FATCA),https://doi.org/10.1111/1475-679X.12293,Tax enforcement,Tax evasion
DeSimone2022a,De Simone and Olbert (2022),"De Simone, Lisa; Olbert, Marcel",2022,The Accounting Review,Real Effects of Private Country-by-Country Disclosure,https://doi.org/10.2308/TAR-2020-0714,Geographic disclosures,Capital investment
DeSimone2022a,De Simone and Olbert (2022),"De Simone, Lisa; Olbert, Marcel",2022,The Accounting Review,Real Effects of Private Country-by-Country Disclosure,https://doi.org/10.2308/TAR-2020-0714,Geographic disclosures,Labor investment
DeSimone2022a,De Simone and Olbert (2022),"De Simone, Lisa; Olbert, Marcel",2022,The Accounting Review,Real Effects of Private Country-by-Country Disclosure,https://doi.org/10.2308/TAR-2020-0714,Geographic disclosures,Organizational structure
DeFond2020,DeFond et al. (2020),"DeFond, Mark L.; Hu, Jinshuai; Hung, Mingyi; Li, Siqi",2020,Journal of Accounting and Economics,The effect of fair value accounting on the performance evaluation role of earnings,https://doi.org/10.1016/j.jacceco.2020.101341,Fair value accounting,Performance evaluation role of earnings
Defond2007,DeFond and Hung (2007),"DeFond, Mark L.; Hung, Mingyi",2007,Review of Accounting Studies,Investor protection and analysts' cash flow forecasts around the world,https://doi.org/10.1007/s11142-007-9030-7,Investor protection,Analyst forecast accuracy
DeFond2007,DeFond et al. (2007),"DeFond, Mark L.; Hung, Mingyi; Trezevant, Robert",2007,Journal of Accounting and Economics,Investor protection and the information content of annual earnings announcements: International evidence,https://doi.org/10.1016/j.jacceco.2006.09.001,Earnings quality,Earnings announcement informativeness
DeFond2007,DeFond et al. (2007),"DeFond, Mark L.; Hung, Mingyi; Trezevant, Robert",2007,Journal of Accounting and Economics,Investor protection and the information content of annual earnings announcements: International evidence,https://doi.org/10.1016/j.jacceco.2006.09.001,Insider trading law enforcement,Earnings announcement informativeness
DeFond2007,DeFond et al. (2007),"DeFond, Mark L.; Hung, Mingyi; Trezevant, Robert",2007,Journal of Accounting and Economics,Investor protection and the information content of annual earnings announcements: International evidence,https://doi.org/10.1016/j.jacceco.2006.09.001,Frequency of earnings reporting,Earnings announcement informativeness
DeFond2007,DeFond et al. (2007),"DeFond, Mark L.; Hung, Mingyi; Trezevant, Robert",2007,Journal of Accounting and Economics,Investor protection and the information content of annual earnings announcements: International evidence,https://doi.org/10.1016/j.jacceco.2006.09.001,Financial disclosure,Earnings announcement informativeness
Demmer2019,Demmer et al. (2019),"Demmer, Matthias; Pronobis, Paul; Yohn, Teri Lombardi",2019,Review of Accounting Studies,Mandatory IFRS adoption and analyst forecast accuracy: the role of financial statement-based forecasts and analyst characteristics,https://doi.org/10.1007/s11142-019-9481-7,Financial statement based forecast accuracy,Analyst forecast accuracy
Demmer2019,Demmer et al. (2019),"Demmer, Matthias; Pronobis, Paul; Yohn, Teri Lombardi",2019,Review of Accounting Studies,Mandatory IFRS adoption and analyst forecast accuracy: the role of financial statement-based forecasts and analyst characteristics,https://doi.org/10.1007/s11142-019-9481-7,Concurrent enforcement changes,Analyst forecast accuracy
Demmer2019,Demmer et al. (2019),"Demmer, Matthias; Pronobis, Paul; Yohn, Teri Lombardi",2019,Review of Accounting Studies,Mandatory IFRS adoption and analyst forecast accuracy: the role of financial statement-based forecasts and analyst characteristics,https://doi.org/10.1007/s11142-019-9481-7,Analyst forecast condition,Analyst forecast accuracy
Deng2020,Deng (2020),"Deng, Zero",2020,Journal of Accounting Research,"Foreign Exchange Risk, Hedging, and Tax-Motivated Outbound Income Shifting",https://doi.org/10.1111/1475-679X.12326,Foreign exchange risk,Income shifting
Deng2020,Deng (2020),"Deng, Zero",2020,Journal of Accounting Research,"Foreign Exchange Risk, Hedging, and Tax-Motivated Outbound Income Shifting",https://doi.org/10.1111/1475-679X.12326,Foreign currency hedging,Income shifting
Denis2013,Denis and Xu (2013),"Denis, David J.; Xu, Jin",2013,Journal of Accounting and Economics,Insider trading restrictions and top executive compensation,https://doi.org/10.1016/j.jacceco.2013.04.003,Insider trading restrictions,Executive compensation
Dhaliwal2019,Dhaliwal et al. (2019),"Dhaliwal, Dan S.; He, Wen; Li, Yan; Pereira, Raynolde",2019,Contemporary Accounting Research,Accounting Standards Harmonization and Financial Integration,https://doi.org/10.1111/1911-3846.12495,Mandatory IFRS adoption,Financial integration
Dhaliwal2019,Dhaliwal et al. (2019),"Dhaliwal, Dan S.; He, Wen; Li, Yan; Pereira, Raynolde",2019,Contemporary Accounting Research,Accounting Standards Harmonization and Financial Integration,https://doi.org/10.1111/1911-3846.12495,Mandatory IFRS adoption,Information frictions
Dhaliwal2012,Dhaliwal et al. (2012),"Dhaliwal, Dan S.; Radhakrishnan, Suresh; Tsang, Albert; Yang, Yong George",2012,The Accounting Review,Nonfinancial disclosure and analyst forecast accuracy: International evidence on corporate social responsibility disclosure,https://doi.org/10.2308/accr-10218,CSR disclosure,Analyst forecast accuracy
Dhaliwal2012,Dhaliwal et al. (2012),"Dhaliwal, Dan S.; Radhakrishnan, Suresh; Tsang, Albert; Yang, Yong George",2012,The Accounting Review,Nonfinancial disclosure and analyst forecast accuracy: International evidence on corporate social responsibility disclosure,https://doi.org/10.2308/accr-10218,Stakeholder orientation,Analyst forecast accuracy
Dhaliwal2012,Dhaliwal et al. (2012),"Dhaliwal, Dan S.; Radhakrishnan, Suresh; Tsang, Albert; Yang, Yong George",2012,The Accounting Review,Nonfinancial disclosure and analyst forecast accuracy: International evidence on corporate social responsibility disclosure,https://doi.org/10.2308/accr-10218,Financial transparency,Analyst forecast accuracy
Docimo2021,Docimo et al. (2021),"Docimo, William M.; Gunn, Joshua L.; Li, Chan; Michas, Paul N.",2021,Contemporary Accounting Research,Do Foreign Component Auditors Harm Financial Reporting Quality? A Subsidiary‐Level Analysis of Foreign Component Auditor Use,https://doi.org/10.1111/1911-3846.12699,Foreign component auditors,Financial reporting quality
Dou2016,Dou et al. (2016),"Dou, Paul; Truong, Cameron; Veeraraghavan, Madhu",2016,Contemporary Accounting Research,"Individualism, Uncertainty Avoidance, and Earnings Momentum in International Markets",https://doi.org/10.1111/1911-3846.12155,Individualism,Earnings momentum
Dou2016,Dou et al. (2016),"Dou, Paul; Truong, Cameron; Veeraraghavan, Madhu",2016,Contemporary Accounting Research,"Individualism, Uncertainty Avoidance, and Earnings Momentum in International Markets",https://doi.org/10.1111/1911-3846.12155,Uncertainty avoidance,Earnings momentum
Dou2013,Dou et al. (2013),"Dou, Yiwei; Hope, Ole-Kristian; Thomas, Wayne B.",2013,The Accounting Review,"Relationship-specificity, contract enforceability, and income smoothing",https://doi.org/10.2308/accr-50489,Country legal environment,Income smoothing
Dou2013,Dou et al. (2013),"Dou, Yiwei; Hope, Ole-Kristian; Thomas, Wayne B.",2013,The Accounting Review,"Relationship-specificity, contract enforceability, and income smoothing",https://doi.org/10.2308/accr-50489,Relationship-specific investment,Income smoothing
Downar2018,Downar et al. (2018),"Downar, Benedikt; Ernstberger, J{\""{u}}rgen; Link, Benedikt",2018,Contemporary Accounting Research,The Monitoring Effect of More Frequent Disclosure,https://doi.org/10.1111/1911-3846.12386,Disclosure frequency,Market value of cash
Dyreng2012,Dyreng et al. (2012),"Dyreng, Scott D.; Hanlon, Michelle; Maydew, Edward L.",2012,Review of Accounting Studies,Where do firms manage earnings?,https://doi.org/10.1007/s11142-012-9194-7,Country legal environment,Foreign earnings management
Dyreng2012,Dyreng et al. (2012),"Dyreng, Scott D.; Hanlon, Michelle; Maydew, Edward L.",2012,Review of Accounting Studies,Where do firms manage earnings?,https://doi.org/10.1007/s11142-012-9194-7,Offshore operations in tax havens,Foreign earnings management
Dyreng2009,Dyreng and Lindsey (2009),"Dyreng, Scott D.; Lindsey, Bradley P.",2009,Journal of Accounting Research,Using financial accounting data to examine the effect of foreign operations located in tax havens and other countries on U.S. multinational firms' Tax rates,https://doi.org/10.1111/j.1475-679X.2009.00346.x,Foreign operations located in tax havens,MNC corporate tax rates
Dyreng2009,Dyreng and Lindsey (2009),"Dyreng, Scott D.; Lindsey, Bradley P.",2009,Journal of Accounting Research,Using financial accounting data to examine the effect of foreign operations located in tax havens and other countries on U.S. multinational firms' Tax rates,https://doi.org/10.1111/j.1475-679X.2009.00346.x,Foreign operations located in non-tax havens,MNC corporate tax rates
Dyreng2015,Dyreng et al. (2015),"Dyreng, Scott D.; Lindsey, Bradley P.; Markle, Kevin S.; Shackelford, Douglas A.",2015,Journal of Accounting and Economics,The effect of tax and nontax country characteristics on the global equity supply chains of U.S. multinationals,https://doi.org/10.1016/j.jacceco.2015.01.003,Dividend tax,Foreign equity holding company
Dyreng2015,Dyreng et al. (2015),"Dyreng, Scott D.; Lindsey, Bradley P.; Markle, Kevin S.; Shackelford, Douglas A.",2015,Journal of Accounting and Economics,The effect of tax and nontax country characteristics on the global equity supply chains of U.S. multinationals,https://doi.org/10.1016/j.jacceco.2015.01.003,Corruption in subsidiary country,Foreign equity holding company
Dyreng2015,Dyreng et al. (2015),"Dyreng, Scott D.; Lindsey, Bradley P.; Markle, Kevin S.; Shackelford, Douglas A.",2015,Journal of Accounting and Economics,The effect of tax and nontax country characteristics on the global equity supply chains of U.S. multinationals,https://doi.org/10.1016/j.jacceco.2015.01.003,Foreign investment risk in subsidiary country,Foreign equity holding company
Edwards2016,Edwards et al. (2016),"Edwards, Alexander; Kravet, Todd; Wilson, Ryan",2016,Contemporary Accounting Research,Trapped Cash and the Profitability of Foreign Acquisitions,https://doi.org/10.1111/1911-3846.12140,Trapped cash,Profitability of foreign acquisitions
Edwards2016,Edwards et al. (2016),"Edwards, Alexander; Kravet, Todd; Wilson, Ryan",2016,Contemporary Accounting Research,Trapped Cash and the Profitability of Foreign Acquisitions,https://doi.org/10.1111/1911-3846.12140,Repatriation tax holiday,Profitability of foreign acquisitions
Ege2021,Ege et al. (2021),"Ege, Matthew S.; Kim, Young Hoon; Wang, Dechun",2021,Contemporary Accounting Research,Do PCAOB Inspections of Foreign Auditors Affect Global Financial Reporting Comparability?,https://doi.org/10.1111/1911-3846.12701,PCAOB inspection,Financial reporting comparability
Ege2020,Ege et al. (2020),"Ege, Matthew S.; Kim, Young Hoon; Wang, Dechun",2020,The Accounting Review,Do global audit firm networks apply consistent audit methodologies across jurisdictions? Evidence from financial reporting comparability,https://doi.org/10.2308/TAR-2018-0294,Global audit firm networks,Financial reporting comparability
Ege2020,Ege et al. (2020),"Ege, Matthew S.; Kim, Young Hoon; Wang, Dechun",2020,The Accounting Review,Do global audit firm networks apply consistent audit methodologies across jurisdictions? Evidence from financial reporting comparability,https://doi.org/10.2308/TAR-2018-0294,Investor protection,Financial reporting comparability
